Date,600000.SS,600005.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600021.SS,600023.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600038.SS,600048.SS,600050.SS,600060.SS,600066.SS,600068.SS,600085.SS,600089.SS,600100.SS,600104.SS,600109.SS,600111.SS,600115.SS,600118.SS,600150.SS,600153.SS,600157.SS,600166.SS,600170.SS,600177.SS,600188.SS,600196.SS,600208.SS,600221.SS,600252.SS,600256.SS,600271.SS,600276.SS,600309.SS,600315.SS,600317.SS,600332.SS,600340.SS,600350.SS,600352.SS,600362.SS,600369.SS,600372.SS,600373.SS,600383.SS,600398.SS,600406.SS,600415.SS,600485.SS,600489.SS,600518.SS,600519.SS,600535.SS,600547.SS,600549.SS,600570.SS,600578.SS,600583.SS,600585.SS,600588.SS,600600.SS,600633.SS,600637.SS,600642.SS,600648.SS,600649.SS,600660.SS,600663.SS,600674.SS,600688.SS,600690.SS,600703.SS,600705.SS,600717.SS,600718.SS,600739.SS,600741.SS,600783.SS,600795.SS,600804.SS,600820.SS,600827.SS,600837.SS,600839.SS,600863.SS,600867.SS,600873.SS,600875.SS,600886.SS,600887.SS,600893.SS,600895.SS,600900.SS,600958.SS,600959.SS,600998.SS,600999.SS,601006.SS,601009.SS,601016.SS,601018.SS,601021.SS,601088.SS,601098.SS,601099.SS,601106.SS,601111.SS,601117.SS,601118.SS,601158.SS,601166.SS,601169.SS,601179.SS,601186.SS,601198.SS,601211.SS,601216.SS,601225.SS,601231.SS,601238.SS,601258.SS,601718.SS,601727.SS,601766.SS,601788.SS,601800.SS,601808.SS,601818.SS,601857.SS,601866.SS,601872.SS,601888.SS,601898.SS,601899.SS,601901.SS,601919.SS,601928.SS,601933.SS,601939.SS,601958.SS,601969.SS,601985.SS,601988.SS,601989.SS,601991.SS,601992.SS,601998.SS,603000.SS,603288.SS,603885.SS,603993.SS,000001.SZ,000002.SZ,000009.SZ,000027.SZ,000039.SZ,000046.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000156.SZ,000157.SZ,000166.SZ,000333.SZ,000338.SZ,000400.SZ,000402.SZ,000413.SZ,000415.SZ,000423.SZ,000425.SZ,000503.SZ,000538.SZ,000539.SZ,000540.SZ,000559.SZ,000568.SZ,000581.SZ,000598.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000686.SZ,000709.SZ,000712.SZ,000725.SZ,000728.SZ,000729.SZ,000738.SZ,000750.SZ,000768.SZ,000776.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000825.SZ,000826.SZ,000831.SZ,000858.SZ,000876.SZ,000883.SZ,000895.SZ,000898.SZ,000917.SZ,000937.SZ,000963.SZ,000983.SZ,000999.SZ,002007.SZ,002008.SZ,002024.SZ,002038.SZ,002065.SZ,002081.SZ,002129.SZ,002142.SZ,002146.SZ,002153.SZ,002195.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002292.SZ,002294.SZ,002304.SZ,002353.SZ,002375.SZ,002385.SZ,002399.SZ,002410.SZ,002415.SZ,002422.SZ,002450.SZ,002456.SZ,002465.SZ,002470.SZ,002475.SZ,002500.SZ,002594.SZ,002673.SZ,002736.SZ,002739.SZ,300002.SZ,300003.SZ,300015.SZ,300017.SZ,300024.SZ,300027.SZ,300058.SZ,300059.SZ,300070.SZ,300104.SZ,300124.SZ,300133.SZ,300144.SZ,300146.SZ,300251.SZ,300315.SZ
2015-11-23,131.47,17.93,33.77,76.71,20.38,32.01,31.8,147.68,8.27,10.89,27.81,11.58,10.46,11.71,13.59,92.08,304.4,74.34,155.5,165.53,11.19,91.91,571.1,46.15,231.15,445.34,360.72,136.82,137.98,287.91,10.53,945.45,123.05,17.31,252.16,84.09,62.82,188.24,26.65,268.71,36.07,12.49,245.43,259.42,55.91,925.21,462.19,190.21,40.28,39.78,401.03,11.03,173.52,23.21,42.81,76.55,93.97,151.25,102.12,401.69,388.0,73.21,102.5,719.63,1324.2,249.21,204.26,187.75,902.45,6.07,179.47,60.53,649.19,44.32,18.02,81.87,33.89,77.84,85.35,614.42,170.17,170.49,17.61,9.92,306.93,183.25,223.79,332.23,15.83,564.11,246.22,1038.15,195.42,257.21,131.74,331.52,174.54,79.43,649.36,44.26,41.34,347.77,991.91,160.24,599.65,28.01,25.23,22.51,20.29,31.13,12.5,30.07,18.9,8.16,124.56,20.9,24.38,16.51,9.41,9.58,7.82,8.09,11.42,56.97,18.87,7.45,16.46,27.74,24.05,66.05,5.34,30.82,23.16,22.08,14.23,11.23,15.31,25.98,16.98,19.48,5.06,11.21,8.73,9.03,55.29,7.65,6.45,10.1,11.63,17.92,43.36,7.7,11.76,15.49,10.41,5.54,17.91,13.07,10.54,9.53,91.69,127.05,74.43,17.48,1577.83,1583.68,134.35,103.33,398.12,411.91,399.0,367.06,273.7,296.0,10.98,52.68,317.14,11.41,74.75,86.53,146.86,263.6,42.39,187.21,478.6,183.73,401.67,1050.22,90.39,537.73,541.8,663.18,87.7,225.77,466.11,92.0,15.76,129.5,2022.0,245.39,26.87,380.26,14.46,33.98,72.64,71.32,115.35,239.79,95.63,69.92,59.19,111.68,15.45,37.88,28.22,252.97,91.76,397.72,18.99,30.26,268.07,6.76,232.67,36.44,233.58,40.49,49.59,509.61,295.58,1275.31,448.94,336.88,303.18,61.15,20.08,91.22,731.28,181.94,79.36,327.43,580.23,377.64,563.15,296.34,287.07,236.78,219.42,95.08,78.43,68.52,234.56,296.86,106.79,253.55,231.72,106.58,43.36,34.45,16.22,64.95,76.13,21.35,215.42,203.63,83.51,227.18,446.34,887.23,305.76,300.63,736.91,369.87,888.03,354.81,516.15,31.67,431.88,338.28,180.75
2015-11-24,131.41,17.86,33.82,76.8,20.33,31.85,31.48,147.09,8.25,10.85,27.56,11.56,10.37,11.71,13.41,92.85,302.1,73.14,154.92,163.63,11.14,95.82,569.07,45.2,228.96,444.2,357.2,136.53,140.3,287.17,10.38,930.63,122.68,17.31,250.28,82.68,62.24,187.87,26.39,268.31,36.13,12.43,244.17,269.7,55.91,931.03,466.16,190.25,39.99,39.82,398.89,10.99,174.39,22.94,43.81,78.43,93.71,152.83,100.85,397.52,376.55,74.16,101.81,724.88,1318.96,249.21,202.36,189.32,921.33,6.07,177.94,59.72,658.63,44.19,18.02,80.66,33.69,77.39,84.41,611.63,170.07,171.74,17.48,9.92,319.47,184.47,223.96,336.68,15.83,558.28,241.52,1031.55,199.41,255.4,131.02,334.31,172.89,78.99,644.09,44.06,41.11,347.01,988.88,157.5,585.64,28.22,25.75,23.5,20.07,31.64,12.44,29.9,18.73,8.16,125.86,20.78,24.46,16.97,9.33,9.43,7.73,8.21,11.34,56.06,18.63,7.37,16.25,27.8,24.05,65.48,5.4,31.02,23.31,21.98,14.46,11.23,15.15,26.92,16.77,19.3,5.05,11.2,8.73,8.93,54.39,7.53,6.42,10.53,11.63,18.04,43.52,7.71,11.91,15.87,10.35,5.57,17.75,13.07,10.44,9.35,92.05,126.18,75.89,16.82,1556.51,1596.56,134.27,102.03,394.33,413.23,399.9,362.84,281.85,296.65,10.93,53.33,315.23,11.66,75.75,85.61,146.09,262.44,43.46,186.38,474.66,185.53,408.61,1036.54,89.77,550.5,550.17,663.39,90.2,228.59,475.58,91.6,15.64,129.19,2033.04,267.05,26.7,387.42,14.46,34.85,72.4,69.91,118.67,234.64,97.52,72.34,60.72,113.57,15.45,37.53,27.95,253.23,93.31,395.36,18.99,30.43,268.07,6.69,227.17,36.49,228.92,40.39,49.68,505.1,294.92,1262.35,452.92,344.04,313.44,61.94,19.92,93.05,735.87,185.45,79.45,331.9,589.03,371.59,561.07,302.48,286.24,234.22,225.11,100.35,80.23,69.56,237.66,295.42,107.93,250.89,233.96,107.9,42.34,34.45,16.66,64.56,77.99,22.05,213.8,206.22,83.13,229.48,455.38,892.24,298.92,300.09,762.92,370.16,917.56,359.83,500.54,31.67,438.6,337.44,186.29
2015-11-25,135.13,17.93,34.03,76.48,20.47,31.93,31.55,147.09,8.28,10.86,27.71,11.71,10.42,11.75,13.49,92.04,302.87,72.55,158.93,164.58,11.16,95.36,573.9,45.76,230.42,447.61,361.5,136.99,142.38,291.59,10.5,943.67,124.07,17.31,251.22,82.79,62.24,190.06,26.63,272.17,36.25,12.49,254.29,267.22,55.91,922.12,463.66,190.25,40.06,40.04,399.04,10.98,174.39,23.31,44.05,79.22,99.98,152.31,101.61,401.46,374.47,73.58,104.68,787.07,1326.22,251.57,210.46,193.07,972.31,6.07,179.81,59.84,674.38,44.57,18.02,81.57,33.76,78.16,85.44,613.72,170.89,172.68,17.7,9.92,317.7,187.93,226.55,341.55,15.83,566.56,249.64,1033.75,204.87,257.66,131.2,336.54,174.81,79.28,646.85,48.24,41.52,347.39,987.67,159.68,607.18,28.08,25.74,23.51,20.49,32.08,12.49,30.16,18.87,8.16,124.94,20.86,25.22,16.97,9.44,9.54,7.77,8.21,11.36,56.19,18.54,7.38,16.22,28.3,24.09,71.99,5.43,30.98,23.62,21.93,14.4,11.23,15.07,27.25,16.57,19.51,5.08,11.27,8.73,8.96,54.83,7.58,6.51,10.51,11.63,18.58,44.24,7.78,12.0,16.19,10.49,5.61,18.01,13.07,10.44,9.38,95.25,126.44,75.11,17.27,1561.53,1602.5,136.34,102.8,396.8,414.22,402.61,371.03,282.13,296.32,11.0,53.28,315.23,11.65,75.23,86.38,148.06,263.83,43.42,188.24,475.66,183.01,430.23,1040.29,89.95,546.85,555.45,662.78,90.2,232.66,476.35,93.44,15.68,128.57,2033.96,267.47,26.76,388.51,14.69,36.2,72.48,70.15,119.26,239.7,98.02,71.41,61.38,114.27,15.45,38.17,28.16,256.08,94.45,396.05,18.99,30.39,268.96,6.73,225.17,36.55,230.75,40.68,50.12,506.23,298.42,1268.83,463.05,350.64,317.88,61.94,20.23,92.05,738.9,196.27,80.66,335.69,592.07,374.72,554.34,300.79,299.97,235.94,223.24,104.68,82.15,70.36,251.04,297.1,109.79,256.21,235.32,109.7,42.96,34.45,16.81,65.17,78.01,22.04,215.52,209.54,88.07,240.69,472.65,895.43,299.43,304.23,792.43,384.51,928.57,365.57,500.54,31.67,448.56,350.89,186.29
2015-11-26,133.33,17.82,34.21,75.73,20.47,31.83,31.6,146.65,8.2,10.85,27.46,11.61,10.36,11.78,13.31,91.23,300.95,71.78,159.52,165.68,11.09,93.25,574.41,45.2,227.17,448.36,353.29,136.42,139.58,296.01,10.41,943.28,125.79,17.31,252.16,82.68,62.6,186.69,27.23,269.7,35.95,12.37,252.39,265.1,55.91,927.94,469.72,197.15,39.7,39.83,393.18,10.99,190.7,23.81,43.25,78.6,100.23,150.1,100.79,404.01,369.61,76.52,103.59,801.97,1325.43,249.83,207.26,197.35,929.29,6.07,178.96,59.78,650.17,44.38,18.02,82.82,33.79,77.29,83.28,617.9,170.0,172.05,17.43,9.92,311.54,184.47,224.48,23.57,15.83,571.47,239.69,1024.95,198.26,255.17,131.93,334.49,170.42,78.99,640.32,47.01,41.64,345.49,991.91,160.15,579.16,27.92,25.44,23.33,20.15,31.68,12.35,30.07,18.47,8.16,124.28,21.01,24.59,16.75,9.3,9.43,7.81,8.38,11.26,55.9,18.4,7.4,16.1,27.14,24.13,72.91,5.48,30.92,22.86,21.98,14.25,11.23,15.06,26.82,16.33,19.48,5.08,11.26,8.73,9.15,54.23,7.61,6.47,10.31,11.63,17.72,43.4,7.79,12.12,16.13,10.33,5.6,18.13,13.01,10.59,9.37,93.37,126.98,72.21,17.15,1550.24,1596.56,141.57,101.26,394.0,419.82,421.82,375.01,278.76,296.98,10.95,53.22,312.36,11.64,76.08,85.15,146.79,264.3,43.93,194.01,472.73,178.33,414.64,1041.58,89.51,537.28,542.68,658.75,88.62,227.65,470.54,93.5,15.76,129.5,2105.77,264.24,26.7,381.84,14.41,35.37,72.07,69.95,117.79,238.93,97.1,70.63,60.45,115.02,15.45,37.51,28.27,251.02,97.01,393.83,18.99,30.56,270.73,6.73,226.06,36.7,230.41,41.08,49.41,498.22,293.61,1251.01,449.07,343.9,306.09,59.63,20.26,89.3,722.89,188.37,79.36,324.76,592.55,363.92,532.92,295.49,292.23,232.58,219.5,101.05,79.93,69.2,246.61,295.1,111.83,261.89,225.0,108.08,42.1,34.45,16.88,63.78,76.23,21.82,210.42,202.04,87.51,234.15,460.47,863.7,289.78,297.75,749.61,374.82,901.14,353.73,503.45,248.73,440.52,342.0,180.99
2015-11-27,128.29,16.89,32.24,73.02,19.17,30.6,30.89,142.07,7.79,10.5,25.8,10.68,9.85,11.35,12.29,83.17,281.43,69.87,148.89,159.04,10.44,86.56,554.07,41.69,218.86,413.18,318.71,131.45,125.82,269.67,9.64,861.24,118.24,17.31,239.0,75.83,58.02,177.2,25.29,256.06,33.76,11.77,245.75,250.21,55.91,907.74,441.92,190.79,37.47,37.62,372.49,10.41,193.03,22.33,39.17,72.54,95.89,144.83,97.86,371.08,333.53,69.99,97.07,18.61,1296.73,240.85,199.46,180.69,845.31,6.07,166.06,56.96,604.12,42.3,18.02,76.48,32.26,71.1,77.96,600.84,157.08,165.64,16.19,9.92,296.51,167.66,210.03,23.57,15.83,548.16,226.39,985.36,182.06,230.52,120.05,16.71,154.78,76.51,611.69,46.45,38.6,332.62,957.98,147.17,526.27,27.59,22.92,21.15,18.54,28.76,12.06,28.13,16.64,8.16,118.8,20.17,23.87,15.1,8.57,8.72,7.23,7.66,10.43,53.99,17.76,6.82,14.86,24.44,22.21,66.11,4.96,28.42,21.37,20.08,12.84,11.23,13.94,24.35,14.84,17.96,4.86,10.75,8.73,8.46,52.69,7.08,6.17,9.29,11.63,16.41,41.04,7.68,11.34,14.72,9.62,5.47,16.9,12.37,9.7,8.73,85.85,124.28,67.48,16.04,1487.51,1572.78,134.64,93.74,368.44,380.57,382.49,346.46,261.63,279.68,10.38,51.48,294.66,10.48,72.28,80.0,133.74,251.07,40.8,177.11,456.95,165.02,379.37,1020.71,85.27,485.75,504.81,635.18,83.9,206.98,436.03,87.92,14.99,121.4,2033.96,245.96,25.49,344.0,13.72,32.06,68.04,63.63,104.68,219.36,88.4,65.17,54.53,106.96,15.45,34.39,26.44,233.83,87.28,381.2,18.99,28.98,259.75,6.32,203.86,34.67,224.67,38.94,46.53,462.8,270.98,1137.61,437.39,312.03,279.78,54.35,19.09,82.65,665.38,173.41,74.88,306.08,585.67,332.92,505.99,271.76,284.58,229.22,204.91,92.28,73.57,65.7,226.16,275.18,108.35,250.09,204.36,108.92,39.3,34.45,15.23,60.35,68.71,19.66,200.04,184.3,84.01,226.03,443.35,795.34,270.2,268.44,705.46,355.95,874.93,326.31,462.44,234.83,410.64,334.68,163.29
2015-11-30,129.01,16.62,32.65,73.09,19.03,30.99,31.5,144.58,7.72,10.46,26.68,10.74,9.86,11.37,12.11,82.08,281.43,70.49,144.67,165.37,10.42,86.62,566.53,41.69,227.17,416.21,323.4,132.48,124.94,264.7,9.55,834.95,114.32,17.31,235.71,75.18,57.0,180.76,25.19,253.69,33.39,11.71,249.23,247.37,55.91,908.65,436.9,191.33,37.9,36.89,376.63,10.29,206.13,21.93,39.09,70.68,100.88,147.99,97.99,370.61,325.9,67.11,95.58,18.61,1333.71,237.26,193.46,176.85,830.03,6.07,162.84,57.32,592.51,41.96,18.02,75.18,32.46,69.57,77.55,607.11,160.52,167.67,15.97,9.92,306.69,164.91,209.85,23.57,15.83,551.53,240.85,998.56,177.99,225.32,117.57,306.84,152.59,76.95,615.96,47.17,38.06,337.16,947.68,143.62,527.11,28.41,22.86,20.87,17.99,28.7,11.92,28.47,16.79,8.16,113.82,20.13,24.24,15.19,8.38,8.58,7.13,7.52,10.26,54.51,17.97,6.77,14.58,25.76,22.13,68.59,4.97,27.62,21.61,19.78,12.41,11.23,13.67,24.33,14.44,17.66,4.97,10.69,8.73,8.17,51.4,7.08,6.12,9.59,11.63,16.94,40.24,7.77,11.12,14.47,9.54,5.64,16.49,12.47,9.9,8.99,94.29,125.03,69.32,15.8,1488.77,1653.04,148.06,94.27,370.91,372.98,381.59,343.41,260.22,283.27,10.38,49.66,295.13,10.41,71.58,79.24,135.15,256.64,44.83,185.15,456.86,162.5,371.18,1001.71,85.36,477.54,505.7,636.59,83.24,211.37,437.1,88.09,14.99,120.46,2013.71,246.8,25.33,338.9,13.72,31.51,67.38,61.15,105.17,213.62,89.28,64.0,54.81,109.82,15.45,34.44,26.28,233.31,82.4,378.01,18.99,28.86,260.09,6.29,196.96,34.41,222.21,39.19,46.87,468.1,273.82,1149.76,452.4,314.42,285.24,54.84,19.26,85.81,690.16,170.53,79.81,304.62,626.63,347.5,500.24,266.77,299.51,230.9,198.67,92.28,74.47,65.16,222.51,277.02,110.09,255.71,207.8,106.76,38.1,34.45,15.36,62.73,72.41,19.12,199.4,182.0,84.41,231.42,465.1,788.74,277.25,263.58,687.32,360.98,848.55,326.31,485.39,228.95,406.68,360.86,164.14
2015-12-01,129.07,16.62,33.25,74.53,19.03,31.05,31.84,143.7,7.77,10.51,26.38,10.76,9.93,11.4,12.39,82.64,282.58,70.15,143.86,180.55,10.41,89.14,568.81,42.69,240.35,418.1,321.64,134.99,123.42,266.36,9.81,826.84,115.16,17.31,235.24,75.83,58.02,186.87,25.41,256.85,34.85,11.85,263.14,246.31,55.91,924.84,437.53,190.57,39.34,27.11,397.47,10.34,197.4,22.22,39.45,70.93,98.78,151.99,99.26,371.77,325.56,65.71,96.97,18.61,1330.84,238.62,194.96,178.07,821.29,6.07,163.69,58.73,598.22,42.42,18.02,75.25,32.65,70.66,77.96,629.38,162.7,170.64,15.97,9.92,303.14,163.99,212.26,23.57,15.83,555.21,236.28,996.36,176.38,234.82,119.08,305.17,153.41,76.65,643.08,46.5,38.16,341.33,951.31,142.22,547.38,27.94,22.54,21.01,18.15,29.25,12.09,28.39,16.5,8.16,112.32,20.18,25.17,15.05,8.42,8.87,7.22,7.91,10.41,54.67,17.94,6.88,14.98,24.91,22.36,67.96,5.06,27.78,21.23,19.93,12.34,11.23,13.76,24.46,14.81,17.78,4.88,10.7,8.73,8.19,52.25,7.12,6.15,9.5,11.63,16.71,40.44,7.67,11.2,14.62,9.61,5.54,16.65,12.59,10.78,8.82,99.05,129.24,68.27,15.59,1490.02,1802.68,142.98,95.35,374.87,392.12,389.69,353.25,263.17,298.94,10.43,50.2,298.96,10.32,74.08,80.46,136.07,278.46,44.53,185.35,462.73,164.66,373.91,1010.35,86.24,500.8,502.17,648.48,84.59,213.25,444.73,89.64,15.07,120.15,2083.68,242.16,25.55,333.81,13.77,31.16,67.55,60.9,104.48,211.47,90.43,64.78,54.58,107.93,15.45,34.0,26.34,235.58,83.25,388.56,18.99,28.69,261.86,6.38,199.85,34.57,225.75,39.34,48.22,476.9,275.57,1137.61,447.66,314.84,290.54,53.98,18.86,93.88,661.73,169.7,83.84,306.17,610.47,341.89,506.73,264.39,303.66,237.62,200.62,93.74,73.81,66.54,220.63,278.46,111.59,269.88,206.12,105.2,38.46,34.45,15.04,62.0,69.61,18.95,196.78,183.3,85.13,231.78,457.63,792.14,275.24,256.75,679.09,360.83,854.66,329.18,482.33,232.45,411.0,358.7,167.87
2015-12-02,136.21,17.24,33.1,76.5,19.64,31.85,33.57,149.16,8.0,10.7,27.14,10.99,10.25,11.66,12.81,86.9,299.04,73.25,143.17,197.32,10.72,94.28,586.6,44.03,244.58,430.58,323.59,141.04,129.42,272.99,10.05,837.12,116.19,17.31,236.65,77.25,58.38,191.16,26.03,263.87,34.91,12.11,257.14,250.92,55.91,935.21,455.3,192.14,38.77,38.99,407.31,10.66,199.58,22.89,41.25,70.77,94.91,153.36,99.96,377.8,334.92,65.06,98.65,18.61,1374.62,243.45,197.76,179.64,836.19,6.07,168.44,60.71,593.89,43.05,18.02,76.48,33.33,69.94,76.78,640.87,160.72,176.43,16.42,9.92,300.3,170.92,217.08,23.57,15.83,577.6,245.61,1022.75,179.37,238.89,119.38,319.46,157.25,78.41,658.4,47.37,38.9,354.58,986.46,139.98,542.37,29.41,23.8,20.95,18.3,31.15,12.38,30.91,16.39,8.16,115.22,20.64,24.41,15.81,8.78,9.11,7.47,7.97,10.49,58.01,19.54,7.09,15.36,26.9,23.48,67.44,5.18,27.64,21.94,20.18,12.56,11.23,14.18,25.9,15.44,18.26,5.14,10.93,8.73,8.32,53.73,7.35,6.26,9.98,11.63,16.68,41.2,7.97,11.4,14.51,9.86,5.72,16.93,12.83,11.29,9.67,94.01,128.81,66.79,15.5,1585.36,1967.17,135.16,95.04,385.09,404.32,406.81,360.27,270.05,310.36,10.73,48.74,323.84,10.9,77.75,83.54,135.93,302.37,43.12,189.89,474.66,171.14,363.22,1053.53,90.57,504.9,514.06,670.44,86.72,211.37,466.88,95.33,15.48,122.33,2259.51,259.6,26.26,352.0,14.09,32.78,69.44,60.39,110.55,213.62,98.67,65.4,57.74,109.82,15.45,34.83,26.93,231.95,85.33,400.91,18.99,29.32,264.96,6.58,201.86,35.19,225.9,39.99,48.16,479.27,277.76,1160.29,461.77,315.68,298.23,54.35,20.54,97.96,652.9,167.95,84.42,304.36,608.55,349.34,501.71,257.94,297.95,246.02,200.86,96.6,75.67,65.86,218.09,286.46,115.61,274.2,199.72,103.22,39.48,34.45,15.8,63.17,73.59,20.0,204.8,180.84,82.27,234.15,449.48,794.91,271.49,257.65,697.6,357.25,855.01,327.17,458.47,222.91,412.56,352.21,166.06
2015-12-03,132.61,17.28,33.25,76.55,19.64,31.83,32.96,149.01,7.96,10.69,27.18,11.0,10.25,11.75,12.86,86.57,296.36,72.75,148.16,193.21,10.74,98.86,582.54,45.14,246.45,430.96,332.19,143.95,129.26,274.09,10.13,851.75,117.55,17.31,239.47,77.9,58.89,189.79,26.43,266.04,34.06,12.17,261.56,251.98,55.91,936.67,459.48,192.05,38.91,38.92,403.89,10.7,198.12,22.84,41.09,71.83,96.32,153.04,100.28,380.12,349.49,67.53,98.75,18.61,1366.85,245.56,197.76,181.48,864.44,6.07,169.8,60.77,609.04,43.02,18.02,77.45,33.27,71.37,80.53,641.22,162.43,177.37,16.67,9.92,301.6,170.82,219.15,23.57,15.83,583.73,254.47,1020.55,182.37,239.34,120.65,318.53,158.07,78.11,656.4,47.52,39.33,354.58,983.43,143.96,551.57,29.53,23.87,21.49,18.52,31.34,12.33,31.05,16.8,8.16,120.8,20.7,26.17,15.71,8.79,9.14,7.45,8.05,10.55,57.55,19.63,7.11,15.28,26.54,23.45,68.88,5.21,28.12,22.42,20.33,12.66,11.23,14.21,25.86,15.3,18.43,5.18,11.11,8.73,8.39,53.72,7.35,6.27,9.9,11.63,17.46,41.76,8.18,11.46,14.89,9.92,5.9,16.97,12.83,11.13,9.79,98.97,130.29,69.16,15.77,1577.83,2057.35,138.33,95.66,391.36,402.67,410.41,370.33,269.49,308.08,10.73,49.77,325.28,10.87,77.25,83.38,138.19,328.83,43.67,193.6,472.91,170.06,376.98,1039.14,90.39,508.1,521.77,669.83,86.92,213.56,466.73,95.85,15.44,122.96,2202.43,260.86,26.32,350.79,14.41,32.98,69.68,62.52,110.16,215.85,100.78,65.64,57.79,110.64,15.45,34.91,27.14,244.4,86.26,399.94,18.99,29.45,263.97,6.61,204.08,35.45,229.27,40.24,48.55,481.63,286.07,1168.39,463.82,326.63,299.94,55.5,21.12,96.96,701.92,172.63,86.13,313.05,613.51,364.35,508.56,275.22,308.54,244.03,202.88,97.77,76.75,66.88,227.71,285.98,115.25,283.41,206.68,105.2,40.08,34.45,15.78,63.34,71.93,20.0,206.5,186.76,82.11,245.58,458.9,817.81,281.28,262.86,715.14,368.01,940.45,336.07,476.52,232.45,424.8,378.76,170.04
2015-12-04,129.37,16.89,32.58,76.66,19.36,31.28,31.97,146.5,7.86,10.52,26.46,10.74,10.03,11.56,12.48,84.55,290.24,70.69,143.4,187.51,10.46,96.29,577.46,44.09,240.35,420.37,323.98,141.1,125.82,267.09,9.8,839.1,115.5,17.31,234.3,76.92,57.8,186.14,25.99,262.48,33.15,11.97,270.1,247.73,55.91,939.21,451.74,40.39,38.26,38.47,389.9,10.61,193.61,22.29,40.25,70.09,94.08,146.41,99.32,370.15,344.64,67.92,98.95,18.61,1339.33,241.97,199.56,177.2,829.51,6.07,166.74,59.36,599.2,42.41,18.02,76.37,32.65,70.05,85.35,645.04,160.62,173.62,16.24,9.92,304.68,165.42,214.5,23.57,15.83,576.37,259.9,1000.76,177.07,233.01,118.3,308.7,153.41,76.8,645.09,47.17,38.6,346.63,967.67,140.91,544.04,29.27,23.18,21.19,18.46,30.71,12.13,29.84,16.48,8.16,117.9,20.52,25.86,15.27,8.54,8.82,7.29,8.38,10.37,55.87,19.16,6.97,15.14,26.11,22.95,67.84,5.1,28.22,22.75,19.88,12.33,11.23,13.9,25.17,14.86,18.13,5.04,10.87,8.73,8.19,54.43,7.3,6.2,9.59,11.63,17.42,41.16,7.92,11.3,14.9,9.73,5.71,16.58,12.57,10.87,9.51,99.69,132.02,68.01,15.59,1536.44,2040.51,136.04,93.43,384.93,391.79,414.02,376.89,263.74,299.92,10.55,49.35,320.49,10.54,77.23,81.77,134.45,330.22,42.82,191.95,469.98,165.74,370.16,1042.16,89.95,493.96,505.48,672.65,84.85,209.17,459.85,93.9,15.16,120.46,2243.86,253.97,25.71,340.84,14.14,31.87,68.62,61.32,107.32,212.07,101.38,64.54,56.63,108.45,197.55,35.09,26.61,240.64,83.09,395.64,18.99,29.03,263.19,6.43,206.68,35.25,230.47,39.69,47.72,481.75,279.51,1138.42,471.52,319.47,295.15,53.81,20.5,93.05,713.73,169.85,83.66,308.23,610.15,351.5,503.54,284.51,306.79,242.29,203.43,94.5,77.71,67.0,224.28,282.54,114.05,282.18,202.6,104.06,40.6,34.45,15.33,61.87,69.59,19.29,203.9,182.72,79.83,239.61,448.66,797.47,276.96,263.94,693.12,361.41,1028.51,333.71,467.34,230.78,418.56,376.48,166.42
